epoch,loss,val_loss
0,0.04461700841784477,0.07795101404190063
1,0.013310259208083153,0.031029721722006798
2,0.010489445179700851,0.017873482778668404
3,0.008535481989383698,0.015461518429219723
4,0.007800578139722347,0.014772043563425541
5,0.007214685436338186,0.010720692574977875
6,0.006983935832977295,0.006836889311671257
7,0.006540118250995874,0.005543531384319067
8,0.0061158728785812855,0.004354396834969521
9,0.0058417110703885555,0.004169070161879063
10,0.005940385162830353,0.00450515141710639
11,0.005665124393999577,0.0035751552786678076
12,0.005266580265015364,0.0034880745224654675
13,0.005228707566857338,0.003478183876723051
14,0.005117238499224186,0.0034863583277910948
15,0.004958208650350571,0.0034164683893322945
16,0.005015391856431961,0.0037547065876424313
17,0.004860662389546633,0.0037013357505202293
18,0.0047460198402404785,0.0035052685998380184
19,0.004680790472775698,0.003420774359256029
20,0.0044860546477139,0.0033167891670018435
21,0.0044825728982687,0.0031965277157723904
22,0.004399957600980997,0.003386280732229352
23,0.004388127010315657,0.003562821773812175
24,0.004286277573555708,0.00358038442209363
25,0.004398027900606394,0.003750039031729102
26,0.004204524215310812,0.003237498924136162
27,0.004155484493821859,0.0034972394350916147
28,0.004055248107761145,0.003059979761019349
29,0.0040665376000106335,0.0033893315121531487
30,0.003916810266673565,0.003303698031231761
31,0.003832167712971568,0.0034919464960694313
32,0.003914554137736559,0.0034039632882922888
33,0.004117177799344063,0.0038557900115847588
34,0.004002261441200972,0.003540521953254938
35,0.003853308269754052,0.0033625969663262367
36,0.0037758725229650736,0.0033169477246701717
37,0.00368226645514369,0.003503046464174986
38,0.0037014097906649113,0.00317068537697196
39,0.0037379672285169363,0.0031587518751621246
40,0.003582736710086465,0.0034127249382436275
41,0.0036169313825666904,0.003278955817222595
42,0.0034439137671142817,0.003342731622979045
43,0.0034792900551110506,0.0035941798705607653
44,0.0035366895608603954,0.003534488845616579
45,0.0035779133904725313,0.00342927360907197
46,0.0034715363290160894,0.0033067648764699697
47,0.003326298203319311,0.003282400779426098
48,0.003358542686328292,0.0033175905700773
49,0.003547932719811797,0.003367797937244177
50,0.003425456816330552,0.0037743791472166777
51,0.003329542698338628,0.0034685584250837564
52,0.00324716093018651,0.0035681871231645346
53,0.003259313525632024,0.003412159625440836
54,0.0031299444381147623,0.003349706530570984
55,0.003034179098904133,0.0034849881194531918
56,0.00314918952062726,0.0036454666405916214
57,0.0031668622978031635,0.0035641612485051155
58,0.0031819134019315243,0.003789589274674654
59,0.00315055251121521,0.0034149845596402884
60,0.0033418326638638973,0.003463706001639366
61,0.0030457680113613605,0.003579004667699337
62,0.0029871086589992046,0.003684343071654439
63,0.002941024722531438,0.004031325690448284
64,0.002968982793390751,0.003444383153691888
65,0.0029988952446728945,0.003809921210631728
66,0.003067733021453023,0.0036643692292273045
67,0.0029809679836034775,0.003615635447204113
68,0.002944946987554431,0.003919645212590694
69,0.002804360818117857,0.003693531034514308
70,0.0027539394795894623,0.0034194744657725096
71,0.0026432923041284084,0.0036127360071986914
72,0.0026968861930072308,0.0034977616742253304
73,0.0025485598016530275,0.003597218543291092
74,0.0026176602113991976,0.0035354793071746826
75,0.002666216343641281,0.003999598324298859
76,0.002634879667311907,0.0034864377230405807
77,0.0025479320902377367,0.0035239357966929674
78,0.0025280097033828497,0.003942141309380531
79,0.0025008642114698887,0.0037100552581250668
80,0.0024414954241365194,0.0039193411357700825
81,0.002457395661622286,0.0035814945586025715
82,0.0024069370701909065,0.0037088312674313784
83,0.0024619009345769882,0.0036253558937460184
84,0.0024385228753089905,0.00376067403703928
85,0.002327465685084462,0.004069318994879723
86,0.002334176329895854,0.0037804993335157633
87,0.0024001754354685545,0.003580608172342181
88,0.002286034170538187,0.0035366800148040056
89,0.00237271748483181,0.003816568525508046
90,0.0022892269771546125,0.0036116945557296276
91,0.0023693200200796127,0.003861623117700219
92,0.002532328711822629,0.004221217706799507
93,0.002309828530997038,0.0035568736493587494
94,0.0022845768835395575,0.003756352700293064
95,0.0023185010068118572,0.0036619415041059256
96,0.0021536017302423716,0.0035796246957033873
97,0.0020835960749536753,0.003726327558979392
98,0.002131962450221181,0.0036208543460816145
99,0.00223067426122725,0.00362952658906579
