epoch,loss,val_loss
0,0.026892920956015587,0.006060691084712744
1,0.009894277900457382,0.005261845421046019
2,0.007875774055719376,0.004272380843758583
3,0.006973466835916042,0.0038249213248491287
4,0.006408995483070612,0.0038077770732343197
5,0.005894468631595373,0.0036591049283742905
6,0.00568818673491478,0.0035731105599552393
7,0.005524673033505678,0.0035590899642556906
8,0.005345378536731005,0.0034056678414344788
9,0.005164597183465958,0.00328673142939806
10,0.005123069975525141,0.0036129504442214966
11,0.004931842442601919,0.003323968034237623
12,0.004891770426183939,0.0032679159194231033
13,0.0047686658799648285,0.0033732170704752207
14,0.0047478144988417625,0.003300437470898032
15,0.004678991623222828,0.003255001734942198
16,0.004575320519506931,0.003322698175907135
17,0.004526456352323294,0.0032929731532931328
18,0.0044520460069179535,0.003133555641397834
19,0.004383084364235401,0.003347699297592044
20,0.004364729858934879,0.003353371284902096
21,0.00432079890742898,0.0032542096450924873
22,0.004316959995776415,0.003134793136268854
23,0.004173829685896635,0.0030397786758840084
24,0.004110242240130901,0.003155696438625455
25,0.0041277422569692135,0.003096898552030325
26,0.004056479316204786,0.003135512350127101
27,0.0040590506978333,0.0031984481029212475
28,0.004102880600839853,0.003144836751744151
29,0.004030092153698206,0.003158732783049345
30,0.003935367334634066,0.0030909136403352022
31,0.00395596120506525,0.0030242556240409613
32,0.0039909700863063335,0.0030077556148171425
33,0.0039038341492414474,0.0030636547598987818
34,0.0038204756565392017,0.0029358926694840193
35,0.0038518053479492664,0.0029876609332859516
36,0.0038718071300536394,0.0029568453319370747
37,0.0037894488777965307,0.0030102829914540052
38,0.003821756225079298,0.0029946330469101667
39,0.0037974126171320677,0.003036492271348834
40,0.003751809475943446,0.002977455500513315
41,0.0037555138114839792,0.0029320165049284697
42,0.0037469235248863697,0.0031543970108032227
43,0.003738122060894966,0.0029654523823410273
44,0.003762860083952546,0.002921249018982053
45,0.0036827996373176575,0.002961447462439537
46,0.0036270541604608297,0.0029439518693834543
47,0.00363960862159729,0.0029632458463311195
48,0.003560894401744008,0.002943215658888221
49,0.003574666567146778,0.0029574495274573565
50,0.0036219358444213867,0.0030101763550192118
51,0.0036128179635852575,0.0029597661923617125
52,0.0035912352614104748,0.002969759749248624
53,0.0035778905730694532,0.002997274976223707
54,0.0034910403192043304,0.0029738880693912506
55,0.003577110357582569,0.0029365299269557
56,0.0035260424483567476,0.0029546564910560846
57,0.0034899835009127855,0.002992951078340411
58,0.003542086109519005,0.0031635803170502186
59,0.0035339982714504004,0.002959963632747531
60,0.0034582505468279123,0.0030557953286916018
61,0.0034717912785708904,0.0029508047737181187
62,0.0035031174775213003,0.0030370333697646856
63,0.003466405440121889,0.003048220183700323
64,0.003456470090895891,0.002961499383673072
65,0.0034732576459646225,0.0028992921579629183
66,0.0034466243814677,0.0029534294735640287
67,0.0034190453588962555,0.002950892550870776
68,0.0034776139073073864,0.002954573603346944
69,0.0034506272058933973,0.0029790799599140882
70,0.003428278025239706,0.002905338304117322
71,0.003435630351305008,0.002980113262310624
72,0.0034630533773452044,0.0029879778157919645
73,0.0034068385139107704,0.0028857204597443342
74,0.0034478590823709965,0.0029476068448275328
75,0.0034438110888004303,0.002893788507208228
76,0.0034381391014903784,0.0030407460872083902
77,0.0033727013505995274,0.0029620027635246515
78,0.0033950358629226685,0.0028888341039419174
79,0.0033928477205336094,0.003010290442034602
80,0.0034222211688756943,0.0028691901825368404
81,0.003401487832888961,0.0029405602253973484
82,0.003366564167663455,0.002878374420106411
83,0.0033475265372544527,0.002977625234052539
84,0.00335816852748394,0.00297139142639935
85,0.003352861851453781,0.002925280248746276
86,0.003312352579087019,0.0029447530396282673
87,0.0033556390553712845,0.0029300868045538664
88,0.003410806180909276,0.002927652094513178
89,0.0033475349191576242,0.002900537569075823
90,0.003351442748680711,0.002982246456667781
91,0.003341204021126032,0.002931644208729267
92,0.0032963843550533056,0.00292378687299788
93,0.0033276970498263836,0.002869810676202178
94,0.00328590115532279,0.0029006400145590305
95,0.003385945688933134,0.002976696938276291
96,0.0033233368303626776,0.0028965731617063284
97,0.0033110796939581633,0.0029300507158041
98,0.003316018497571349,0.0028694786597043276
99,0.0032896827906370163,0.0029324509669095278
